rvi1,rvi2,rvi3,rvi4,rvi5,rvi6,rvi7,rvi8,rvi9,rvi10,rvi11,rvi12,rvi13,rvi14,rvi15,rvi16,rvi17,rvi18,rvi19
0.71368265,0.63995063,0.18015012,0.22883143,0.92757666,0.99740267,1.1019849,1.015621,1.1676332,1.3750024,0.8583613,0.723514,0.6611861,0.7698477,0.41146788,0.5039124,0.7106504,0.96358526,
0.73050094,0.8090696,0.21119234,0.16693352,0.6110258,0.87618184,1.1493851,0.7082279,0.98684275,0.83667755,0.89966196,1.3396021,0.7421259,0.60468066,0.6832882,0.5868472,0.60857654,0.632595,
0.0926067,0.1286107,0.47342905,0.4681645,0.94951814,0.93247867,1.110973,1.081021,1.1775945,1.1274728,0.9552141,1.1405238,0.9040898,0.6160001,0.72313833,0.84354466,0.42714074,0.91045964,
0.3174556,0.74899656,0.21974991,0.22457603,0.9750125,1.0191565,0.8898228,0.52945405,0.977846,1.1554894,1.1780617,1.2552984,1.075096,0.20265181,0.25401717,0.29989997,0.65959895,0.8364922,
0.15150082,0.12632088,0.51734287,0.51964635,0.628128,0.39546263,1.3257576,0.97576076,1.3590401,1.2737608,0.82329184,1.0993419,0.870857,0.78348917,0.70818037,0.91562,0.18362604,0.27649352,
0.36217412,0.41762143,0.8244029,0.9548241,1.4333326,1.0910298,1.2990776,1.0810633,0.9087641,1.0965961,0.99155253,0.88875574,0.5550644,0.45705357,0.53695226,0.27250126,0.33497852,0.21216871,
0.5679103,0.54226637,0.2679762,0.21495911,0.5705302,1.1648711,1.0358765,1.4229131,0.69664866,1.1535925,1.0126401,0.9244434,0.78186536,0.67711294,0.40233862,0.24602935,0.25020787,0.30566055,
0.15459746,0.30360484,0.87550145,0.80309135,1.2058324,1.0904739,0.9829093,1.0863736,0.8431049,0.7343416,1.0039699,0.90192086,0.6272671,0.62057126,0.4600634,0.3375318,0.36638162,0.26470092,
0.1214959,0.17616382,0.77274996,0.6401448,0.75944823,0.62597597,1.0759706,1.2146034,0.7049141,0.72759455,0.84966624,1.0764103,0.3791858,0.5072848,0.60843843,0.16606292,0.21245013,0.2565682,
0.0945141,0.18140009,0.7384865,0.8654467,0.8046637,0.7916847,1.0193576,1.188862,1.1260934,0.7647781,0.67116344,0.97831774,0.8676172,0.88192064,0.78681797,0.43420196,0.58053327,0.66273516,
0.22349945,0.16231894,0.446915,0.56436884,1.3256234,0.82969314,1.0715059,0.8504688,1.0078927,1.1272173,0.7760277,0.91840494,0.74706525,0.3006532,0.43618706,0.31757635,0.25774643,0.30278385,
0.32340288,0.566069,0.19373223,0.27599764,0.96914124,0.9182785,0.6762647,0.56633013,0.8435938,0.9559268,1.030328,0.9170224,0.88210994,0.80968124,1.1038216,0.45071304,0.4148083,0.40104848,
0.18092069,0.24548593,0.17456639,0.15684699,1.2482684,1.0814824,0.9841387,0.8009279,1.1717659,1.2767924,1.1869506,0.9865045,1.0848426,0.92425704,0.75762177,0.7980774,0.20661305,0.52919805,
0.35053587,0.47131932,0.64732516,0.5568919,1.1205689,1.1182221,1.1355939,0.9581741,1.3000808,1.2928089,1.261286,1.1460292,0.66409117,0.5453614,1.0827117,0.1471781,0.5553708,0.9890937,
0.30801436,0.4754129,0.25957334,0.14619611,0.14420521,0.1067333,1.0137384,0.82955074,1.2381117,0.95873946,0.97538096,1.2744418,0.8891732,1.0037901,1.2119504,1.2555449,0.21719697,0.2317914,
0.6870979,0.73941094,0.13890965,0.523541,0.16624865,0.14517047,0.78159475,0.47774553,0.546047,0.3168162,0.6327029,0.42982757,0.9079232,0.63815576,0.6735496,0.7995799,0.84015733,0.7016928,
0.4823509,0.80506814,0.74602973,0.7582941,0.14321765,0.15491022,0.29614484,0.50288993,0.7525173,0.50859755,1.0537015,1.368087,0.9896969,0.82042074,1.0006444,0.554712,1.0922861,0.9914466,
0.5928352,0.4827939,0.63153046,0.65259516,0.45819223,0.77495044,0.449146,0.5913645,0.6579574,0.6110185,0.72053695,0.5962632,0.7030038,0.5957993,0.6644877,1.0059962,0.5557607,0.59896135,
0.1714125,0.21024251,0.428862,0.32359266,0.34994188,0.2293676,0.8718259,0.9748362,1.0685878,1.285779,0.8567369,0.87438226,0.9237897,0.98642755,0.96471417,0.32073668,0.39280248,0.32506105,
0.1308169,0.29927623,0.55593544,0.42661363,0.28501362,0.2859201,1.1037923,1.0062964,0.8129541,0.95586926,0.9134165,0.6580625,1.1547583,0.88813376,0.78926164,0.60501266,0.41392916,0.5892897,
0.6374843,0.92581755,0.31209224,0.3950386,0.48381394,0.6465809,0.52668136,0.58226615,0.47292736,0.579415,0.5423301,0.5066472,0.3103671,0.72300845,0.55132174,0.87234175,0.2805085,0.49824828,
0.70217985,0.52909726,0.26897407,0.6215696,0.4833652,0.36023426,0.5147319,0.5049373,1.0330851,1.0045216,0.7306086,0.7638938,0.5572791,0.7720781,0.7906626,0.6163891,0.5620821,0.7489151,
0.50311446,0.50957406,0.3604461,0.7767696,0.157213,0.2572683,0.19001059,0.3372578,0.32553515,0.3379489,1.3104435,0.76778233,0.9797462,0.8277788,1.0424263,0.9628634,0.7031671,0.49241143,
0.48300183,0.73465043,0.344983,0.22305265,0.5960217,0.53961736,1.0392122,0.6809778,1.0054456,1.1524554,0.9115692,0.695131,1.0179995,1.1168659,1.0441706,0.86031246,0.47657833,0.41567954,
0.26141134,0.5987093,0.1083518,0.14665647,0.7905125,0.7861594,0.7534557,0.64086545,1.1321211,1.2556907,1.0874642,0.8600708,0.8312418,0.7575199,1.3641037,0.3901349,0.335094,0.46763954,
0.55766267,0.4595509,0.7868307,0.39078495,0.6061247,0.4082564,0.6760984,0.47337112,0.7691561,0.42113748,0.70304924,0.547574,0.7600678,0.6568631,0.6300794,0.6543745,0.6112657,0.48733452,
0.26276243,0.34736782,0.15696242,0.18349351,0.6617497,0.69377965,0.57092863,0.53326637,1.3097916,1.2790102,1.2965811,1.423928,1.2335374,0.7377439,1.2346039,0.52246886,0.32414272,0.45090032,
0.3486819,0.61887455,0.26207206,0.881832,0.10436947,0.21430147,0.9731625,0.6809151,1.0849268,0.95098007,1.0488542,1.192097,0.7986856,1.0514499,1.0263596,1.0907234,1.360959,0.60681325,
0.3483865,0.24612391,0.50498015,0.9946168,0.11210114,0.2746349,0.372,0.429047,0.6772176,0.62272763,1.024442,1.2003814,0.9517035,1.2696979,1.182202,1.128521,0.6793915,0.36304536,
0.0831272,0.29727086,0.5401106,0.468634,0.7459931,0.27256808,1.0717992,0.75622636,1.3591772,1.3229733,0.5589206,0.6909446,0.8544589,0.5921878,0.98204005,0.42217246,0.42331636,0.56406516,
0.43977755,0.3348709,0.61301297,0.44363678,0.45885575,0.36516777,0.50856227,0.46997485,0.594982,1.0241832,0.6742642,1.1035488,0.7864677,0.66227245,0.66432166,0.4842709,0.5364359,0.6303869,
0.19775698,0.31581423,0.36963072,0.31955686,0.6916479,0.36604983,0.898658,1.0573806,0.7684372,0.46031132,0.88695955,0.7511686,0.8831186,0.83864224,0.601617,0.99236745,0.39298108,0.40059337,
0.5803568,0.41291848,0.14388682,0.28425655,0.49189165,0.5424994,0.79890376,0.6642484,0.8310731,1.3800794,1.2210525,1.0085653,0.7692214,0.87498355,1.4213078,0.9696821,0.5181752,0.53287977,
0.18611768,0.24034049,0.7121268,0.4795985,0.5736126,0.69981456,1.0768533,0.7636981,0.94209075,0.9883906,0.8850863,0.6342207,0.60073364,0.7827824,0.8120603,0.24633975,0.4818842,0.6800458,
0.27161857,0.32188663,0.32612985,0.682172,0.36470458,0.3266608,0.8826751,0.73580414,0.74994564,1.0878186,0.72408104,1.0562648,0.94671124,1.0054214,1.1183883,0.7655365,0.6874311,0.5017255,
0.19841206,0.31023353,0.44447145,0.6138905,1.094636,0.7097413,0.9661452,0.79490364,0.95996696,1.1474792,0.55510235,0.5522145,0.640962,0.67574924,0.6894688,0.8066103,0.41993126,0.19720843,
0.9739579,0.6866168,0.8726858,0.49270323,0.6772812,0.6530973,1.0476673,0.72743475,0.7996648,0.92017096,0.81591284,0.56126815,0.7186243,0.7221047,0.8467945,0.7110477,0.84853625,1.0562899,
0.05740707,0.08635892,0.80049187,0.7390767,0.5674277,0.18961266,1.2774355,1.1047882,1.3707305,0.9955892,0.9895799,0.9875696,0.6131449,0.951225,0.45739797,0.42955613,0.5562499,0.5962385,
0.32728875,0.48394352,0.33111405,0.2096208,0.8148963,0.650039,1.1241987,1.0022606,1.1707987,1.1885217,0.68299603,0.841438,0.7716246,0.67984694,1.1514167,0.46013477,0.57823294,0.9535975,
0.10407632,0.22666286,0.8192406,0.41245973,0.8519095,0.45678222,0.77970207,0.62968665,1.3547316,1.2969394,0.9862948,0.7697891,0.8425956,1.0535148,0.9001618,0.6349707,0.43435222,0.25015762,
0.23990461,0.25755277,0.12678638,0.1903407,0.80718744,0.93413854,0.8288233,1.0932028,0.9827059,0.9009817,0.8588006,0.66775304,1.0693507,0.9430122,1.1695024,0.3055585,0.6220543,0.59601575,
0.22344008,0.4063481,0.11837427,0.40851787,0.935486,0.59049386,1.0214131,1.0371165,0.7683833,0.8790146,0.8356713,0.6476898,0.708237,0.86214584,0.8248615,0.5674829,0.32259458,0.32512078,
0.124270216,0.22904828,0.585483,0.30328938,0.8717721,0.6989234,0.71679556,1.0401185,0.97236747,0.7356201,0.5840471,0.846916,0.930602,0.8276303,1.3548418,0.79693925,0.51952726,0.7581789,
0.47490478,0.32576516,0.21130084,0.23540221,0.7443957,0.7990635,0.96786916,0.78943425,0.7829734,1.0141224,1.1435577,0.9820338,0.9184092,0.992196,1.1350089,0.47772706,0.62938267,0.63315856,
0.19956273,0.304425,0.39494166,0.4151161,1.0706648,0.92411727,0.96504337,0.885244,1.067794,1.1971877,0.70596397,0.9763077,0.8386251,0.747201,0.6918776,0.5405395,0.4566781,0.29871964,
0.65021175,0.9491736,0.27050853,0.31513712,0.8088695,0.36361188,0.5498298,0.75403726,0.6980151,0.5467212,0.8830596,0.7085388,0.9853337,1.0330716,1.106687,0.55073637,0.8548074,0.608413,
0.23624477,0.40506765,0.14073242,0.31915525,0.9078251,0.79114664,0.7142512,0.8812278,0.8477021,0.67606,0.8421594,1.1733017,1.046469,1.0115298,1.3725399,0.6077021,0.7701412,0.713407,
0.12563248,0.258858,0.60211307,0.4565263,0.9539956,1.0172246,1.072759,1.053458,0.86447513,0.81188345,0.87262905,0.9212658,0.7305925,0.79517436,1.0021731,0.46414697,0.45508793,0.345289,
0.57007974,0.64324117,0.9528222,0.6762149,0.7916958,0.33980787,0.7606974,0.6617263,0.9613783,0.99554986,1.0784822,1.1234119,0.78016305,0.6914794,0.40790796,0.67309153,0.7108398,0.882257,
0.84654456,0.6611595,0.3860504,0.382338,0.9275462,1.0245836,0.9700445,0.9659824,0.8031177,0.7568931,1.0758685,0.5598567,0.93984103,0.55088776,0.50078845,0.19865812,0.512212,0.5886438,
0.09290282,0.26873556,0.14722489,0.1614752,0.85098624,0.5015765,1.1725187,1.0690155,1.2620028,1.0702327,1.0112157,1.0139245,0.7917384,1.0350828,0.7271224,0.5179483,0.387991,0.38597625,
0.4271866,0.83116156,1.0094687,0.8541634,0.97415024,1.2046545,1.1793196,0.96762365,1.241583,1.2231016,0.91407657,1.0216997,0.8823875,0.97969526,0.78264725,0.28316486,0.34808078,0.2428769,
0.12016593,0.17945126,0.118015684,0.10571843,0.70839393,0.7635761,0.85303265,1.1035242,1.1332104,1.2558091,0.8199259,0.9781404,0.842999,1.0567955,0.7747999,0.5465425,0.7026082,0.8755447,
0.10737818,0.22997974,0.271124,0.5078623,1.1569886,0.89554864,1.355111,0.7642667,1.4358858,1.4252721,0.8770463,0.85019296,1.1622454,0.89835227,0.27168897,0.7192119,0.40781617,0.19066256,
0.19062628,0.2362388,0.2614571,0.34743464,0.9329051,0.7489484,1.1353527,0.76795226,1.0350955,1.1806028,0.5768704,0.9525172,0.8150808,0.7293015,0.56256473,0.52930206,0.7366679,0.6590421,
0.5207865,0.7349103,0.3566179,0.5649078,0.46474373,0.14661472,0.83436525,0.8961002,1.0105071,0.8832021,1.0861975,1.0130819,0.98936135,1.1993418,0.8680243,1.2529444,0.8052749,0.9719423,
0.45328465,0.4442363,0.5602971,0.38871944,0.48016343,0.54916036,0.32656568,0.4583558,0.46482486,0.40398675,0.8504004,0.5454055,0.70070714,0.6415078,0.84854776,0.87451047,0.5817497,0.29288745,
0.44981754,0.35883942,0.24180748,0.2694528,0.8143476,0.6883342,0.72000825,0.8735703,0.61982733,0.778719,0.8032795,0.69120485,0.60970235,0.69054645,1.030549,0.6467469,0.83883494,0.7713445,
0.46379888,0.53405714,0.13526374,0.19168042,0.96263856,0.5402172,0.3634919,0.33647263,0.9515228,0.9703146,0.8907666,1.0368546,1.1271042,0.9210612,0.89783317,0.21416715,0.8101182,1.2562239,
0.4117247,0.32810333,0.20455578,0.2556551,0.7674093,0.651855,0.90319616,0.99193144,1.2647239,1.0232465,0.8423706,0.973131,0.80706674,0.7329879,1.00688,1.1163145,1.0260905,0.61732364,
0.3690154,0.41815323,0.22714823,0.2560887,0.8697563,0.5953496,0.96493006,0.9591169,1.140671,0.63957465,0.90601933,0.90582097,1.1161568,0.74996966,0.794434,0.7234007,0.50644845,0.74706554,0.7901601791381836
0.0901697,0.15071805,0.6063321,0.4881909,0.24147156,0.2151222,1.3790598,1.0749065,1.003439,0.9614388,1.2455363,1.1001672,1.3514929,0.9049162,0.7181838,0.78922015,0.81072533,0.5009425,0.8714500665664673
0.2738115,0.26403093,0.35390848,0.28444132,0.47628304,0.55662656,1.1883662,1.3017706,0.78295135,0.74647933,1.0759456,0.79155046,1.0600443,0.9052722,0.6409604,0.33926252,0.8133285,0.3068167,0.30107980966567993
0.51496106,0.54025596,0.5009328,0.60629433,0.9591871,1.1339756,0.6894519,1.1400086,0.6490404,0.85872525,0.97923017,0.6128349,0.80401355,0.7303372,0.60168386,0.49196208,0.54435605,0.36739862,0.28258445858955383
0.13712405,0.2753236,0.8251115,0.9757574,1.2519976,1.2830585,0.8795896,1.3443531,1.0015779,1.0070162,1.1371493,0.8530897,1.042511,0.9312305,0.65503746,0.63576573,0.47852823,0.14725634,0.2852804362773895
0.1825287,0.37230507,0.98783946,0.66051763,0.50528985,0.5040503,0.9458044,0.9802803,0.829888,0.95685226,1.051835,0.7397223,0.7368221,0.79188347,0.71042687,0.5740917,0.9152936,0.14755939,0.7243234515190125
0.54986393,0.3712198,0.9972154,0.8437116,0.99727607,1.0942028,0.9509408,0.966187,0.7529885,0.9141775,1.2381295,0.89816064,1.2290027,0.76012677,0.7864168,0.6287528,0.42769873,0.480745,0.26268118619918823
0.37410265,0.44140032,0.8193559,0.8915698,0.9613078,0.8888943,0.98678434,0.9615753,0.96456665,1.0790107,1.0490738,1.0937817,0.8268693,0.73497504,0.55848163,0.34614253,0.7741644,0.05969482,0.21631060540676117
0.5082524,0.36102197,0.52181935,0.3805669,0.87444186,0.62241423,1.0169723,0.6511818,0.9086562,0.6997937,0.9809109,1.0150751,1.3344835,0.5304899,0.52947736,0.46782273,0.44476748,0.32939228,0.5568616390228271
0.12426753,0.08233061,0.75651234,0.6212308,0.41877064,0.43257904,1.1841193,0.9616257,1.0112797,1.0451217,1.2799258,0.7392217,1.1818701,1.0394986,1.1800916,0.8865105,0.5851401,0.24985792,0.5751727223396301
0.11748945,0.15578118,0.6564664,0.67786944,0.65627104,0.60349166,0.96457654,0.71911037,0.9957021,0.9776974,1.3328906,0.75532836,1.2364322,0.9430974,0.9775939,0.51965505,0.38044924,0.28278285,0.36240851879119873
0.6531727,0.40808147,0.779985,0.9281215,0.81206614,0.7276069,1.0236471,0.875897,0.6612299,0.7421929,0.89657784,0.518938,0.76449203,0.96932614,0.5614994,0.496311,0.7342157,0.17861216,0.2392861396074295
0.63574433,0.6600603,0.49728376,0.40603542,0.7911741,1.0719708,0.8083286,1.0421393,0.7478375,0.98567045,1.3453933,1.1981709,0.648406,0.33938098,0.6353645,0.6858353,0.7844899,0.118681975,0.5110987424850464
0.20032202,0.11473008,0.56506103,0.37467942,0.94562596,1.2612743,0.89826757,1.0187892,0.89018154,0.9939373,1.0569514,0.82767487,1.1523167,0.8221097,0.8771888,0.53113294,0.43404782,0.06758053,0.2316737323999405
0.28280127,0.4186686,0.74545854,0.79498404,0.85377127,1.153114,0.7578022,1.1902971,0.8446952,0.8652215,1.1571336,0.89772755,1.036748,0.5078015,0.43838516,0.20886853,0.37194717,0.2642409,0.2755642831325531
0.23840024,0.33167744,0.1841154,0.25400215,0.9476793,1.1344965,0.8807164,1.3053168,1.0172747,0.82283413,1.0085171,0.9966918,1.2635,0.85986143,0.99718565,0.696215,0.995999,1.035683,0.898230791091919
0.04504405,0.13266557,0.5023357,0.373258,1.0587498,0.956951,0.93024284,1.0411197,1.0371062,1.1167996,1.1780474,1.0192792,0.89459926,0.80401206,0.33171824,0.97504014,0.5943893,0.37814948,0.7627003192901611
0.18806829,0.33825424,0.47282368,0.49695173,0.71430665,0.5744451,1.0051594,0.76472455,1.1785461,0.9684526,1.3340411,0.977187,1.0424742,0.7023814,0.538776,0.74565464,1.144479,0.46464628,0.8270683288574219
0.1649499,0.21387243,1.0061045,0.58897245,0.97419,0.8107748,1.0476224,0.5816119,1.2419525,0.85481983,1.2828997,0.75767744,0.96976787,0.9611381,1.022091,0.89157254,0.9345994,0.8389011,0.9840522408485413
0.8877767,0.95659935,0.20658837,0.24834488,0.54728943,0.5278988,1.1194235,1.0623559,1.4062617,0.93051356,1.041286,0.9647316,1.2514514,1.0136437,0.9916015,0.6395594,0.7386822,0.7853874,0.9079717397689819
0.639291,0.86780536,0.6015791,1.3147109,1.1090845,1.2483908,0.8019456,1.0122173,0.85599625,1.0578673,1.2218962,1.0896927,0.75112224,0.4610673,0.7313294,0.88882923,0.9412834,0.39993447,0.5484720468521118
0.8173329,0.94824594,0.7968547,1.2908436,0.99875957,1.3942002,0.7994721,0.9598528,1.0420955,0.5557395,0.88812125,0.4953519,0.6585382,0.6114776,0.61118984,0.6582773,0.119865656,0.5440402,0.21215862035751343
0.4251899,0.3439036,0.099859215,0.2173281,0.345176,0.66502774,0.46329036,0.27385712,0.71005154,1.0635489,1.0019393,1.0430542,1.0666317,1.0718069,1.0601481,0.8868835,0.8749413,0.62055475,0.7327785491943359
0.5995617,0.4065053,1.0602646,0.7241214,0.823316,1.1147095,0.76765656,0.9411881,1.0526888,0.5691504,1.149689,0.8315649,0.74442625,0.41628206,0.7241528,0.4549635,0.40918547,0.25948235,0.8242025971412659
0.9376575,0.7207501,0.48360664,0.5563902,0.7980978,1.1437415,0.70785147,0.87639433,1.1281959,1.0265353,1.2708358,0.7026822,0.82129,0.86596984,0.9167236,0.52696,0.5583434,0.11345269,0.13372072577476501
0.8439947,0.7809742,0.67659867,0.75406396,1.0995044,1.3455284,0.79880154,1.0807512,0.7091807,1.0517098,1.1058996,1.0240352,0.68700606,0.44949394,0.3137603,0.22156501,0.53301346,0.5858773,0.23280221223831177
0.27157426,0.50179845,0.67449605,0.79454327,0.5062662,0.47790712,0.8364086,0.6856235,0.9965366,0.9323727,1.03455,0.611941,0.90625834,0.8276831,0.78465956,0.36828518,0.52649474,0.12220574,0.4685046970844269
0.23265517,0.27269456,0.5341399,0.43313238,0.9517603,0.58615774,1.4262439,1.243372,1.0195245,0.9460532,1.0404547,0.76322216,0.85178596,0.8567226,1.0326756,0.71844125,1.0299447,0.77695876,0.7974531054496765
0.11028068,0.10183769,0.57293296,0.55305094,0.57063204,0.4704931,1.2330098,1.0874858,0.70568174,1.1492705,1.1317946,0.59158695,1.0020546,0.9130583,1.0734313,0.40747508,0.3889758,0.08008091,0.19528163969516754
0.13077994,0.20921676,0.61740047,0.65462625,1.1540295,0.85264015,1.325788,1.1499023,0.94525903,0.97894216,1.2869658,1.0277951,1.1956037,0.99742144,1.1740247,0.83811843,0.9323854,0.34553644,1.070088505744934
0.34486827,0.52908856,0.27626142,0.40196672,0.9148641,0.9628842,1.185189,1.3029041,1.1587601,0.8011496,0.911154,0.77366465,1.2221805,0.6799684,1.0295569,0.7155794,1.0373251,0.36560908,0.7943810820579529
0.12815577,0.082076214,0.99761,0.7329275,0.74232525,0.75912863,0.79721886,1.1576228,0.5211035,0.9103946,0.92022246,0.8253971,1.1946254,1.1796709,1.0510057,0.6488841,0.30036882,0.20399855,0.8590545654296875
0.35488027,0.27084938,0.9088392,0.7773073,1.1867315,1.125438,0.96390545,1.3341092,0.70994234,1.0454103,0.7856012,0.75043786,1.0482681,0.7281555,1.0125918,0.45008388,0.23567931,0.33638462,0.09770532697439194
0.21254401,0.19585764,0.9727572,0.7851393,0.98779565,0.5108405,1.0185134,0.83620054,0.7533507,0.717758,0.7360952,0.9377753,0.7958661,0.56173944,0.72677165,0.39936617,0.19332221,0.14248753,0.6389987468719482
0.32498467,0.41506,0.6561663,0.5982532,0.82423776,0.86318463,1.0271474,1.353144,0.7741373,0.61903995,0.93143314,0.79411685,1.1017054,0.7230676,0.5446266,0.45081335,0.27941644,0.17634144,0.24100832641124725
0.44404688,0.45993513,0.92780715,0.7313635,0.9710886,1.1940126,1.0357028,1.2324809,1.0738137,1.0360585,1.2046014,1.1012086,0.92948884,0.7451034,0.5937713,0.48517704,0.53355074,0.37914324,0.2014523595571518
0.25822532,0.18375981,0.7225574,0.76668954,0.7842132,1.2774993,0.81106764,1.243455,0.9009263,0.7368249,1.1756346,0.95851505,0.79863775,0.72631043,0.8274829,0.6920609,0.632941,0.44176,0.7414330840110779
0.23430856,0.24612796,1.0005196,0.7813432,0.9746118,1.2027528,0.9046866,0.9638795,0.90533876,0.89413947,1.0364628,0.7245267,0.91102,0.886992,0.81769264,0.66845876,0.29951337,0.3691337,0.4582194685935974
0.06743552,0.17196718,0.882503,0.9890246,0.97498274,1.0289644,1.2737653,0.6813716,0.9522242,1.1275102,1.2991415,1.0881426,1.0893886,0.6901313,1.1654729,0.5697515,0.71782863,0.10584928,0.7442746162414551
0.8055991,0.6532995,0.96750355,1.1127074,0.8971541,1.2984772,0.6450099,0.8433384,1.2011346,1.3026743,1.075591,0.856199,0.5178666,0.7405288,0.7774659,0.98241264,0.5650795,0.08078342,0.6768505573272705
0.46303195,0.6040966,1.1510134,1.2368691,0.9795419,1.1395974,0.8518803,1.325968,0.97948855,1.0617512,1.1142786,0.94595814,1.0673834,0.8822593,0.9220953,0.47269422,0.49347737,0.06277705,0.16485068202018738
0.24509685,0.39626756,0.31441066,0.25808132,0.93230945,1.0070086,1.2820073,0.9324261,1.0104128,0.92213064,1.1801944,1.0378588,1.0088445,0.9427064,1.0850811,0.39533406,0.5190327,0.16735744,0.3885117471218109
0.6358436,0.8116267,0.77337104,1.1926599,0.80096734,1.2726517,0.84777457,1.1594563,0.8377891,1.0270083,1.1422503,0.9275399,1.0229142,0.45658812,0.62228847,0.38352755,0.26546195,0.16651008,0.7464417815208435
0.39189366,0.48526895,0.40972564,0.3102613,0.681273,0.76461464,0.73000985,0.7604864,1.0005711,0.8555039,0.9355191,0.7938697,1.2941555,0.8003376,1.0415312,0.3085197,0.87271535,0.31272665,0.39557787775993347
0.2837175,0.385018,0.5466194,0.6138248,0.54734945,0.5336967,0.7362073,0.9609357,0.7060004,0.7571335,1.0415289,0.6259697,0.6823102,0.6024094,0.84453505,0.48813006,0.39394942,0.55039984,1.258223533630371
0.9989752,1.0278207,0.8977127,0.9359955,0.96760803,1.2871855,0.8493925,1.3324652,1.0702853,1.0130539,1.4529086,0.77921337,0.8811183,0.49051794,0.5897676,0.57305104,0.9514909,0.3957961,0.2014158070087433
0.20158343,0.27485782,0.21205676,0.21225691,0.94437987,0.43477827,0.30665174,0.27786753,0.90721464,0.9875194,0.9520538,1.0120794,0.9805705,1.1291556,0.65012604,1.3123329,0.8359036,0.42126903,0.7317042350769043
0.88087165,1.1676979,0.46071,0.6417498,0.19632888,0.20783015,0.4864038,0.6139715,0.55336076,1.1879344,1.0412508,0.89190537,0.84675527,0.9652667,1.0289056,1.2478678,1.2822143,0.54009944,0.8541539907455444
0.90349513,0.5784789,0.9141692,0.58719474,0.10164874,0.161016,0.866616,0.848335,0.66337544,0.97005594,1.0014052,0.846286,1.3323482,1.0941117,0.96980906,0.96628225,0.98092043,0.42738676,0.3051391839981079
0.21869771,0.30631882,0.12653828,0.4174268,0.8813324,0.7966142,1.0648968,1.0177323,1.0358822,0.96693444,0.9760707,0.9454119,1.1406783,0.554319,1.0154092,0.30528373,0.39225128,0.35898685,0.4115392863750458
0.4028454,0.38744885,0.19351906,0.3117663,0.19924928,0.20683677,0.63082683,0.6633855,0.6885372,0.70788467,1.0648884,1.0249498,1.1478015,1.2244833,0.82896435,1.1044698,1.1996506,0.92761976,0.5593301057815552
