ndvi1,ndvi2,ndvi3,ndvi4,ndvi5,ndvi6,ndvi7,ndvi8,ndvi9,ndvi10,ndvi11,ndvi12,ndvi13,ndvi14,ndvi15,ndvi16,ndvi17,ndvi18,ndvi19,ndvi20,ndvi21,ndvi22,ndvi23
,0.5137376872540972,0.5492949674809752,0.5343560996525502,,0.5349572805256773,0.5293683652262561,,0.45778584875677275,,,,0.43553860037277664,0.3180609408486169,0.06338842892065637,0.27572153908284475,0.3631336478776268,,,-0.029499597496689105,0.09714508291125425,,
,0.4640373417606151,0.403805582539789,0.49554826412178177,0.4363028730887407,0.5001130559752034,0.524709908835053,0.43799451184253335,0.504474196811468,0.4379832866929732,,,,,0.36717759258217525,0.19309966374202908,0.21435635488793783,,,0.11002534106459182,0.1051687642239861,,
0.06630136986301367,0.36234621295602043,0.35589118929846847,0.45193280658247076,,0.5270227416528551,0.4994247053060491,0.5172018197856024,0.5229296434963163,0.49572489326316443,,,0.46923966091183733,,0.4478545828440562,,0.39934555410270905,,,0.17591999797911595,0.12822265199432803,,
0.11789128538468427,0.3105378073563086,0.3737932379226714,0.4303851161355857,,0.4758045860577283,0.4623943434150295,-0.007358039049046085,0.46406731297757653,0.4263553966671006,,,0.47065335218772597,,0.3929909047466902,,0.31995895409044073,,,0.18772622232491676,0.14186486056018122,,
,0.2799780711039996,0.3340303694370966,0.42411247497841736,0.30908781991868545,0.5311044785541987,0.5358608156345389,,0.6249957281801136,0.5027432790768078,,,-0.10311457901963775,,0.48119364704987194,0.418872584476277,0.41652202395014853,,,0.2050777797898421,0.18027958594997495,,
,0.5009379837326929,0.4732826531209302,0.5290721732837067,,0.5508924750670852,0.5402892214788392,0.3393438761969864,,0.5066928201737962,,,,,0.33920241723134215,0.15783938285435253,0.28224273154825735,,,0.10568626506169938,0.10192666201215952,,
,0.540137292178545,0.40724102664425665,0.5559371426119748,,0.5622268408515954,0.5445303920153289,0.0746943560542623,0.5811981747198759,0.5147979029257568,,,,,0.3849901424850848,0.32176734930637124,0.4869816088223703,,,0.13698606893987217,0.12443150122101158,,
0.3202591580532208,0.40531983108369624,0.4806568276243323,0.48128372988831686,0.35728048065503776,0.5009756355822933,0.4987250761629222,,0.5210967244469706,0.5014392532788174,,,0.4721188321177439,0.2790898614964328,0.4510532235172718,0.4228139005029894,0.3435813949191496,,,0.1703669186866497,0.16207999417594732,,
0.4828602873473289,0.48507911167384604,0.5042128102114811,0.48911020009139244,0.37838986990424517,0.4377937509952238,0.5117630801599634,,0.49196811606507107,0.5063038115024271,,,0.38867450972874,0.28778097046376255,0.15149143307053042,,0.07918111536111565,,,0.09631515696367816,0.056942533013801845,,
0.48841430731141205,0.49390595334675375,0.503765890292533,0.49071886717429175,0.41003041822195246,0.4456282266197737,0.5292707853686708,,0.5005733517582296,0.504642932987548,,,0.3559658544401839,0.24999821642893957,0.19039418430511837,,0.160844954208542,,,0.1216746546558583,0.07996632130610178,,
0.4665384289145719,0.46907368727224014,0.5358455837385254,0.5166509241130339,0.4748201268005345,,0.5432737666296417,,0.5322857374888932,0.47139622312801194,,,0.372471679568994,0.350006796308948,0.20186540687735904,,0.13696890584636798,,,0.14014364043034822,0.10229649197873543,,
0.4899849660526743,0.5250948191830822,0.37131035031143667,0.5228805758263013,,0.48932683445360264,0.5555443565029639,,0.5441409013273775,0.4764360299423094,,,,0.29183881064444767,0.308934986202363,0.21635629283196847,0.2984037044302387,,,0.1776946358264383,0.07594755732620187,,
0.4651171527712178,0.42299892730628647,0.48442516209835207,0.5042093975525234,0.4114216774278469,,0.5179752000981187,,0.521005874981368,,,,0.4543128755982076,0.23846370973732306,0.3301867655015029,0.17503822987860063,0.22632008706486628,,,0.22021979372634776,0.18269049069415522,,
0.4923268975499624,0.5110566974719282,0.5000598265304338,0.5025588917523581,0.49806494323972034,,0.542309989062725,,0.49211318747810345,,,,,0.27548994368415947,0.21423575005877504,0.05596160313962426,0.22015770344530067,,,0.20223707484383813,0.18124736340731118,,
0.32610687134949323,0.3988614124540142,0.45012353853070386,0.4833008637255678,0.3321256250667728,,0.5482066710439588,,0.5498476041556192,0.5116681161127582,,,0.3123173950092648,0.4139816454949309,0.39953833679084133,0.3669433630962361,0.39128807108012653,,,0.15662600330206033,0.10244965106802244,,
0.12283164197389744,0.283108431881027,0.3447490636480274,0.4212821472783838,,0.39660347677229973,0.5362596801952378,,0.5393477858106297,0.50764423911447,,,0.4543358036559725,0.33841712232285664,0.47022401277606507,0.43517155971419946,0.3958896320463894,,,0.2077291582893772,0.09052185979575786,,
0.5062003527036623,0.5209078515458438,0.4468505361874153,0.5258127906789334,,0.44767678007939954,0.5331586776804391,,0.521445506122446,,,,,,0.13039352228757672,0.07939533447634427,0.1771733945891494,,,0.16436279364957262,0.09987432043292117,,
,0.30955428341104363,0.22356818196636663,,0.37085498244475135,0.44570948261612986,0.47725976367769046,0.45082308834916174,0.4980619848272355,0.45518334151640033,,,,,0.4586543035392021,,0.4141726698532036,,,0.3201231290908625,0.2479161242476653,-0.011473610695400633,
,0.27101400562171546,0.2044384329143108,,0.19437413563656283,0.41763265764981394,0.46117924351149064,0.3752250969780108,0.5142689553623765,0.4573154039988419,,,0.4611122931581531,,0.43375653325201885,0.23292601788563927,0.45898377918125227,,,0.35892444388941247,0.32602973804416735,,
,0.24813306921234596,0.20727823659416075,,0.338711669729748,0.41514806099050444,0.4540948896308541,0.38880390631500367,0.49931397686317225,0.5008166625634999,,,0.4535564295816973,,0.47929196287648185,,0.5040725738646766,,,0.3905034068720855,0.3281528720130697,,
0.09601392121808572,0.44328916905658877,0.24695344445733244,,,0.3487444791422151,0.37417093163331144,0.37725417137025147,0.4499585365597437,0.35128084029375595,,,0.3680471778025251,,0.42070239415755806,,0.4423206608201667,,,0.42817872566689424,0.3857227567702608,,
0.13078159441587073,0.38439833059757544,0.29236537704600474,,,0.4357684172931387,0.4741942639586738,0.2931661611257819,,0.46331857127526804,,,0.4391114894358205,0.40345742716308786,0.4230259569231932,,0.27014794325080976,,,0.4223672026561229,0.2731030215723868,,
0.04757753416297974,0.39160202371782016,0.25037290776098675,,,0.43588802370349117,0.46449241232953425,0.425837889232232,,0.4430977102247193,,,0.42843087450816175,0.41966305629056777,0.411980640027993,,0.3724483928250328,,,0.2439149136215876,0.2814744082900552,,
0.29349087376046384,0.30785793312217086,0.22404003546583007,,,0.29238936540249877,0.3253283516614208,0.2097642969237681,0.5058112900616664,0.3217953296359512,,,0.37120819703253854,0.37991030625832223,0.43264589875521126,,0.45592333599519663,,,0.40815820867819574,0.2889407652920949,,
0.11043001545177311,0.20324801296714617,0.15614073351028626,,0.251993306152165,0.49682400865854165,0.4897598648914652,0.47592629822845295,0.5387792966924861,0.47034565681097534,,,0.46617853880858806,,0.5148324729781729,,0.4733988654993156,,,0.35243080023704265,0.31802179479446835,,
0.20128632608412717,0.20498067154859698,0.147795736239617,-0.03330679497386547,0.3017351713295963,0.40011135149223903,0.4435037758181168,-0.05641708686138334,0.4843501482602819,0.4610583474815085,,,0.33379037545227364,,0.4961442237559222,0.30984723285904303,0.4979112751540291,0.02262403657357208,,0.35192376344177173,0.33338051941663027,,
,0.29197211299621845,0.2686463110924105,,0.23609520592524244,0.4456106980303289,0.4631646217777135,0.195328608119927,0.3662063377905008,0.42307333870749797,,,0.3455500330622952,,0.4370828353862562,0.24437406379544582,0.41228838439420196,,,0.28583727218902566,0.2436136482908218,,
,0.2896575527400577,0.2806297206176852,0.02971551669517835,0.2237384023044975,0.4532149186774403,0.4847015097491383,0.35618910897665207,0.3993854950231745,0.4602048447296175,,,0.46576928463560807,,0.46692299561027656,,0.48201010885334583,,,0.3206910263902556,0.30529872244382894,,
0.13779834807342917,0.19575962582842432,0.17752109957609574,,0.2446369933262276,0.42885423336872935,0.5037830838917263,0.48874127152547714,0.5144369796905195,0.4922420624314839,,,0.4775250764963432,,0.4841166797291193,,0.4865652740374944,,,0.41538753195745604,0.28657062667802796,,
0.11231843825610861,0.2193019050854729,0.2550049062592637,,0.2275473217881595,0.4349267655309629,0.5102611931093438,0.5027619213158919,0.4317349925646667,0.46202555819248947,,,0.4632237560805533,,0.4949225302535591,0.3420662419001821,0.4669859000307059,,,0.35528627845636235,0.2632507708283149,,
0.22945931862436758,0.24771077421244683,0.25254105376419783,0.32370244818037724,0.37354311634058013,0.4339531730554407,0.47638095355050175,0.4899038407965218,0.353903780338062,0.4474104694145237,,,,,0.507158518099413,0.37174780526735834,0.44282714665260065,,,0.344029659863343,0.296296972205659,,
0.013833677445157596,0.1680866827643099,0.21100254522279505,,,0.46976248967783524,0.512618075009084,0.504420088061084,0.5291912046892396,0.506242818934115,,,0.4059544325182564,0.4486287802065626,0.5131767132208201,,0.4711618505176351,,,0.3463930339808322,0.3195331023877554,,
0.16647781931469022,0.2436287856122584,0.32754517929038085,,,0.39390714395761756,0.47729149656912484,,0.2173471381129127,0.4812186611268238,,,0.4551941284685628,0.4681994216094077,0.47554816397381505,,0.44110971009920963,,,0.2270570020406035,0.22698682658437005,,
,0.3783770034254145,0.3717705728991204,0.43294765927203854,0.3474387564932524,0.4076400369545417,0.4609054625247297,,0.48283797536595724,0.3465649321532805,,,0.4412715669924727,0.34704880386741704,0.3677196948775048,,0.37774309310262005,,,0.2645466154762614,0.24057202476370337,,
0.35178897946426757,0.41551405083521364,0.4828751265594862,0.4753795026820987,0.3252248928462657,,0.5201543948700449,0.20714791967109675,,0.4666909401267015,,,0.44071683063317946,0.32864722621275216,0.3503393408561055,0.19910423894294035,0.3032644435332102,,,0.2377493312794726,0.158548081621495,,
0.1315719344870939,0.22365781577859822,0.32838649294887956,,,,0.548023278507957,,,0.5099429521965336,,,0.2682808089816033,0.40419533843018074,0.4987965728752046,0.3664444887050529,0.4856703841926992,,,0.3519499813783527,0.18162931942510835,,
0.39709530343176463,0.42765754959426844,0.46516378491361654,,,,0.5161854365856898,,0.44704913766688514,0.47099882189903597,,,0.294078897227275,0.34789423182935103,0.3556498133655179,0.208808945030718,0.47190999447726195,,,0.24343725270760072,0.21763610813297332,,
0.0796229419809953,0.12324407846694277,0.15609944910977908,0.28893442822728377,,,0.5745606087101689,,,0.5488920757861832,,,0.3095422193144194,0.31314103536831583,0.4554645162603629,0.38487489408330194,0.34446575469489005,,,0.35689291488226793,0.26007182603136547,,
0.26687285994198134,0.31316091314849054,0.46017493339844573,,0.43472562209672133,0.2903366452857083,0.5559563424287051,,,0.5327638948686843,,,,0.29689617109732064,0.4899247538453818,0.15774461366067338,,,,0.15030803242673496,0.21137329386728043,,
0.30615629024714414,0.38842840235097176,0.4336108922937663,0.443479103349556,0.3446543139688298,0.32290574344606765,0.4779762232721453,,,,,,0.42667595379350237,0.34795574665166656,0.4175777103542584,,0.3316785733461508,,,0.1949227386059233,0.21587094746091415,,
0.31155173583885276,0.4391991373325745,0.4704505192947042,0.48347218342282083,0.41164114818420505,0.45728077628921754,0.518956307910926,0.5056502841439556,,,,,0.438697284097669,0.35529528453084364,0.41716939328735037,0.2031506266831352,0.3068646557863628,,,0.13720895954695336,0.13043220295172217,,
0.13936604804224684,0.23951161850031505,0.3821811591409314,,,,0.543513749679491,,,0.5364050091301268,,,0.4938372913623607,0.381269026298956,0.48354845402468083,,,,,0.17745404108745147,0.25276585000247703,,
0.25272929012124634,0.42634041137822104,0.46032789095041504,,,0.3626687141656152,0.4971969320297033,,,0.47286103121199813,,,0.4417446759557534,0.3631679248778786,0.40499709677179935,,0.36338790375467706,,,0.24924540652460675,0.16602471281645337,,
0.2189354074281269,0.30173774288916405,0.37433644948662786,,,0.37353103365184104,0.4727723175661394,,0.4932247440021277,0.48424627376761176,,,0.4196985515691559,0.4654041468945992,0.5499779363501396,,0.44101189926896195,,,0.25379979554040283,0.3143926968713992,,
0.19612645400727896,0.29613352720139313,0.4095615928407147,,,0.4467218013312931,0.5168775682323492,,0.5621370057723307,0.5367348660093018,,,0.26400193213380024,0.5050472580571395,0.32475545522949584,,0.41985231451081834,,,0.20607188313103916,0.23769297765630437,,
0.21839981634756428,0.3079947367253512,0.3332596098855706,0.4234451549876641,,0.5007106487227532,0.5018758901311623,0.4868350476593609,0.5339228710061116,0.5108082858324877,,,0.05550076212678203,0.2150554290246085,0.4061478846765565,0.4701561667592248,0.4567535951300807,,,0.22182824108448954,0.25704176047818567,,
0.21624656737061343,0.28276324558825355,0.29432573003874823,0.36377349570373824,,0.3822903008726775,0.40810431677887454,0.4493723983306636,0.4356852294078128,0.24196833990466662,,,0.04606299212598422,0.346423614366896,,0.2156840453832337,0.42686562922679294,,,0.2735190648687424,0.2713645104190816,,
0.11960037945261891,0.3316188621207419,0.3807697785339001,0.4815497779001429,,0.5222084990880149,0.5240274897337229,0.451164725836015,0.5376146044657929,0.5423476258178854,,,0.43551868611733136,0.28296537378729425,,0.31965466848071705,0.4290486676425337,,,0.19541484894397215,0.1445333899663786,,
,0.37266669806053426,0.39687231771659465,0.4703987479454455,0.40157947037185543,0.5322863270206678,0.5062131899317364,,0.529310212900889,0.49049443378635965,,,0.42376035117302124,0.3240346167814965,0.47698202817348306,0.403053552255976,0.4446708341702047,,,0.18805689549213775,0.14645769150126792,,
0.23774447697320017,0.30967510868768894,0.37648523926250965,0.46481597448280126,,0.5235026281089402,0.5176641407975583,0.3999418548308945,0.5336410752484755,0.5099972000845211,,,0.46208278815855885,0.24841523280530792,0.49670455823308485,0.4317017335982437,0.4251484479273462,,,0.12971314378871523,0.1413863044593742,,
0.17216464459750103,0.29732525013005895,0.4444942733055131,0.49943826485370474,,0.5469839959809026,0.5228485145777593,0.5465596671124983,0.5473357719053559,0.5257851548295445,,,,0.2559012826559956,0.4256450889580238,0.34440488884047366,0.41411713209941414,,,0.1545906192564926,0.04314657254993612,,
0.300579037133931,0.326098262460757,0.40454620560648413,0.37687722485172187,,0.37928601894434744,0.39360953809079413,0.19213079225676646,0.39051400111316276,0.47347969154522956,,,0.3305020710568282,,0.3325311218147521,0.2643210379484429,0.2507528301571007,,,0.21408780355017526,0.24013792322379918,,
0.40083772402075407,0.41204055518493277,0.40433522420229495,0.4095666757961886,,0.39530337139517513,0.4118433037217319,0.03691532173840398,0.404377762347701,0.40700905989736785,,,0.4208808786444803,0.08759903072306555,0.28431781107161525,0.08739819112791317,0.24152279945325641,,,0.20008786839722967,0.15824671266196733,,
0.2549467977206927,0.4718792473687201,0.5178356041586992,0.5142545568684059,,0.5164329505543308,0.5394046870937187,,0.5526417819070412,0.34061221683682236,,,0.44883844165195136,0.3216111315045327,0.44607735438294455,0.3514478054268671,0.3891310927505475,,,0.11778728633009243,0.10888426060512424,,
0.43109874671736514,0.47856949727394815,0.509156833286259,0.5158200204231104,0.35724554938598513,0.4617453047403885,0.53480190737632,0.5256904848290406,0.49502131343110023,,,,0.36317683398262096,,,0.20652217591815608,0.264953039786886,,,0.13516407298525066,0.07255262261678941,,
0.2598163162518095,0.3983156127682947,0.43209898652432527,0.44786137766623363,,0.462023582416367,0.46233298897827635,,0.4815962336289214,0.5180693666070592,,,,,0.3542900184087036,0.25810912993753005,0.24020197162779522,,,0.22999803650169004,0.1643648969299944,,
0.27135983371548716,0.38111250527263174,0.5052775913813594,0.515508609564747,0.3757012256677019,0.5368848354639917,0.5303004576626399,,0.556267319015493,0.5685815900496045,,,0.45810483768246396,,0.4618833753297141,0.2960529738538809,0.41962637041935197,,,0.17488052926820286,0.12383422395507811,,
0.2671471433494392,0.37674020654246976,0.47571726705090883,0.4990120056416559,0.3558187976884623,0.5350979184592599,0.5273045621471723,,0.5484374442101257,0.5325305740189523,,,0.4908246286892227,,0.47617699455557094,0.44938853165839787,0.15027182663711616,,,0.11720896571411545,0.097409060955021,,
0.31604597401513596,0.2638390738243534,0.32691679694548437,0.37132568749205874,,0.4365419846836793,0.4402989513875922,0.023621259133219875,0.44760919709010644,0.43790858495659757,,,0.3912966690149328,,0.4163153591513623,0.343262032640826,0.4953696329170698,0.012465741313765391,,0.3317947607335728,0.31266809751325814,,
0.20072101027410708,0.22353090957563507,0.24033702164183784,0.3234110690260736,,0.4315807280463682,0.4764785214402716,0.4649492638269199,0.4934104193132039,0.5328276047836901,,,0.46101334631414437,,0.4942886402640028,0.3305025747550079,0.44056996426510536,,,0.330445496268548,0.3088291531857691,,
0.1137809149209015,0.3233484872309734,0.34639964297188464,0.4102711742270129,,0.5066096592486954,0.5092573917023728,0.49526931252209355,0.4811721721735859,0.5052134213202017,,,0.457615223462509,,0.123301521163008,0.4339450793189819,0.46255878429276664,,,0.4223111451726694,0.29295436024301247,,
0.03963865946426458,0.25568067835249103,0.30158060608488496,0.4283439394903222,,0.5432897642266169,0.5411747024413283,0.5240095229204422,0.5274471478717551,,,,0.4561906868665688,,0.48574021311382076,0.36182763281933933,0.45997281419959485,,,0.3510831486969357,0.24099025286208184,,
0.19262541071101605,0.2433407060864252,0.3183900549843779,0.48167482472811946,0.280304562185141,0.4637103913095154,0.45379899283209124,0.49757753779854835,0.43148405848395394,0.4617973033292093,,,0.4317118104229392,,0.46487139062547456,0.2952941071873111,0.37035772088014257,,,0.22855707394731917,0.23975929153783987,,
0.26986234931804837,0.41203564709940227,0.5369404667950067,0.5401304666620074,0.50348023076824,,0.5898444968833745,0.5323903433846657,,0.5581741068100192,0.4491420572811371,0.5251743875179247,,0.2511946190875864,0.4295895042945965,0.3438691381940416,0.28519261720689637,0.10230402724440787,-0.15604289673454633,0.043007721588518566,0.07653554705757802,,
0.6590518835083743,0.5790956166706526,0.5653423613045572,0.4524316880536294,0.49701504589366147,,0.5993939188261717,0.5790196881744697,,0.5154125186371418,0.39473449550089573,0.45175709550408616,,,0.4098415979439637,-0.015043790926628695,0.16067243598036343,0.07436148359769267,0.0902911369036201,0.15409840526674928,0.21069701710391958,,
0.6883945331469518,0.5825153093776193,0.6758888256756678,0.498569427969592,0.49045901057052355,,0.573303158871506,0.5808093850863703,,0.5062772281449383,0.3805221049830942,0.414721180628436,,0.27900837452077065,0.2578888203566714,0.12319034655078787,0.1415327889812457,0.1019807043831168,0.02918043377838403,0.14982605031702514,0.23402198292049148,,
0.5711764640650315,0.6427796526111712,0.755620722372575,0.479922884682266,0.5285622202212125,,0.5785026892817157,0.5851498116797476,,0.5387860424957118,0.38987393868351394,0.4441436753409415,,0.3456060682866351,0.28760981151981174,,0.08665176791376501,-0.05168648681529241,-0.07357720654461523,0.12193127085757077,0.23425970751908537,,
0.38978679283031986,0.6489660680693713,0.7165300384868112,0.5270780821090986,0.4463402210848937,,0.5806028463447169,0.5467793601425011,,0.5442215758944922,0.4385246783112852,0.4868554570510778,,0.4002613419581284,0.36079254015894585,,0.15970945682919116,0.02395933522415801,-0.018980837025655718,0.08013173694565051,0.17600149589025219,,
0.402397553422116,0.5242404546900281,0.707555160389718,0.4969409790536371,0.49031423897554416,,0.5521818602173749,0.5349379486894096,,0.4922721124637596,0.42440962503959445,0.45196567182566016,,0.39513543314336014,0.36998506027937406,,0.1593792111619533,0.06328491808728623,0.05146704598254878,0.11890270371659256,0.16964542270859312,,
0.5881581533681309,0.6193792995886591,0.7269917622272902,0.5049925583196622,0.4953623499456918,,0.5869215060438056,0.5825237449714332,,0.535908278476929,0.458148139024255,0.4875689837686567,,0.4319246811894884,0.3113214683199424,,0.10636024375929067,-0.0005467436760950991,-0.0362844134467504,0.11126779378458912,0.2831353629913038,,
0.6414017671942805,0.7852091147774262,0.8035176272733637,0.5581301868519115,0.5053196526182568,,0.5496282576895978,0.5738503902433901,,0.5443241609191363,0.45141064563203337,0.47396057251349766,,0.37362270594408226,0.19963424117699968,,0.10921475758838736,0.02658718559268684,-0.004697088318901296,,0.20359653822247048,,
0.5886076848918793,0.624159396408826,0.6880769316220641,0.5070936461516116,0.47640268607972597,,0.5733390602322491,0.5652019170677899,,0.5449177475106972,0.47589465142713955,0.50049947685672,,0.3488387599869239,0.3606368214193722,,0.1527139889959245,0.05521622958118587,-0.04030431794713117,,0.10597855585538764,,
0.42177082302636065,0.48606415609372655,0.517479847732086,0.29423097368344575,0.5115682136577299,0.38397879312438166,0.4755356474472758,0.5440978897324645,,0.4863481611388623,0.4470811270318663,0.45561773203658473,,0.33097689755919757,0.3800929404882252,0.041473577631527744,0.18169161006326623,0.11219394106523213,0.07182533156115517,0.04928229376136046,0.1569258866565787,,
0.46402248301323423,0.7238200863932915,0.7183111931949536,0.4770018981670463,0.5126018037599359,,0.5705746246212705,0.6088360639296815,,0.5559245240212958,0.5061637157578174,0.5011496647362939,,0.38825837775695904,0.37457627338673444,,0.15981366405148248,0.07679213122113614,-0.04725750797091535,0.04505277077990123,0.11003004348209436,,
0.5935941449312112,0.6278448591757547,0.7867888754877002,0.47843162287023383,0.4741037627429499,0.5152050398655568,0.56872490093976,0.5459009064814424,,0.5327625579187096,0.5315075111786907,0.495878175951282,,0.3730833828729534,0.3682820682485558,,0.14793206523825023,0.055454267127568825,0.01771370299991832,0.11345416593460174,0.17350943313551995,,
0.514187604693888,0.7477445350239424,0.6088536298040707,0.533422206956935,0.5246091958558048,,0.4433718808439002,0.5676129750579303,,0.5090264735611317,0.3812161665410349,0.446226613079028,,,0.22755977045021325,,0.12415001156808032,0.09251068796690219,0.07998611672367015,0.09958958281248001,0.20942532043392798,,
0.6521308978864742,0.7678083796653578,0.665387777176316,0.5862177454004008,0.48416064331579955,,0.4262547605325387,0.5661476368494277,,0.5447603434067905,0.3732539806844796,0.48877463792480486,,0.2547769630024779,0.3358689205981898,0.22038091425344875,0.13503649470045126,0.10255835399107434,0.03003598871815555,0.10014478096475388,0.1433597501271019,,
0.6090988969607581,0.7081374550200961,0.6346027939308914,0.4308626496380476,0.5195625938776608,,0.5535525196333805,0.5103883172631175,,0.5078643498017129,0.38759217877214636,0.4623311662321867,,0.2769621249140386,0.3036948997699348,0.07721992544011955,0.14642516786388754,0.10057758231457756,-0.06828909391579822,0.11645139072870092,0.20779523705533745,,
0.37844504735985696,0.3941241643251763,0.5987208538073494,0.4064977388256888,0.4433079856661755,,0.4323741590338007,0.5962940675471923,,0.46423104980230967,0.3461091479839651,0.4332216336841789,,0.25637912316948414,0.1634968526182901,0.22132365076745342,0.2777039373804768,0.10903089514846458,-0.0617958478615528,0.10085432951041107,0.11593294777829286,,
0.5116590271367162,0.42802403500006053,0.446081432487906,0.49902781743314545,0.5031967727249912,,0.5297095975139378,0.5701387433651484,,0.5182222731568072,0.4125343475648866,0.49326002668365365,,0.26071242713162374,0.3975249859965014,,0.2232113145648673,0.11890759826250587,0.097339191384754,0.055518643527254406,0.16939481779973822,,
0.3396610080090615,0.4382764689955344,0.588082568192082,0.49153208816473887,0.48609041402690795,,0.4894037718677014,0.4728131027451031,,0.47935959794053234,0.3241647565465028,0.41936000793703226,,0.3382929335944868,0.43390628084221206,0.032666967282930004,0.15691970406598132,0.09580795479613533,-0.15989702760506377,0.03224563604063919,0.17104246150457864,,
0.4620308249043946,0.5698088349164713,0.6737732842987162,0.48295401540161587,0.4800755956200975,,0.5223032457182932,0.5394534925997153,,0.4750376446734416,,0.34340077047962103,,0.35614199575406774,0.36912640745447284,0.01948948795334799,0.17127036315380628,0.06787780472023225,0.015947409651580813,0.13417334268869488,0.1957213276799149,,
0.2324898595926559,0.327228021041504,0.5267012983588124,0.44606853554099857,0.47144041896307715,,0.5486880286475009,0.5411943794319313,,0.524899510342972,0.5048679542404064,0.471624559689997,,,0.41475227589370744,0.34109160875291406,0.3046931355292741,0.10873028363367536,0.21904051089745114,0.07560462650630785,0.11084591663453316,,
0.5651655964958133,0.734534332830157,0.6491091687151771,0.42777788565562674,0.5273517998511597,,0.4349008694778578,0.5330406920442354,,0.4869444068886323,0.4405787145880623,0.4279075417183269,,0.21631414378014574,0.29819853430091087,0.0839417705296788,0.2545207288652816,0.18650720579752544,0.05324584986726074,0.011232010725153646,0.11748732382540826,,
0.727123291918545,0.836903867139824,0.8160945037730729,0.4798482634076176,0.5506260181339006,,,0.5153136428495438,,0.4653320859522346,0.3765451739337974,0.328551753606214,,,0.12694095517193715,0.06635303514413748,0.0671943553267037,0.06760118641686727,0.04155974349962838,0.22494633375499956,0.35522988511099174,,
0.19737078635709485,0.25075510827538416,0.22742201705503076,0.3923570470554897,0.505416548169006,,0.501695669619992,0.5426873658362817,,0.522168977686616,0.4739327136776325,0.49064445222526865,,,0.4327537552032732,0.25976497161695916,0.36387893658986686,0.25570423708113565,0.15079630709765182,0.13838822563756484,0.1311929688996708,,
0.7960216803158859,0.7360564993913583,0.6690924786615975,0.555122668011972,0.5493493870633341,,0.5191066001081786,0.5662680737555013,,0.4770774556523831,0.38027209880689,0.34765489056462096,,0.2294887606800101,0.12084490550011187,0.1805798649839693,0.1304498081299163,0.0363733185126701,0.011415215581431734,0.09278978063535573,0.1950703202182049,,
